src_port,dst_port,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,bwd_psh_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,psh_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_bwd_win_byts,fwd_act_data_pkts,active_mean,active_max,active_min,idle_mean,idle_max,idle_min,classifier
443,49157,3811564,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,933.9997964090333,3.1483139204798865,346505.8181818182,906612.8502912164,3070141.0,4276.0,3733938.0,622322.9999999999,1201117.8878151802,3070141.0,75893.0,3735739.0,933934.75,1481348.262936927,3146704.0,6262.0,1,140,100,1.8365164536132677,1.3117974668666197,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,13659,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,5248291,18,25,5371.0,1901.0,581.0,0.0,298.3888888888889,240.5640770426846,581.0,0.0,76.04,130.83210615135718,1385.5939009479464,8.193143253680104,124959.30952380956,265669.0554346441,1719228.0,1146.0,5045794.0,296811.4117647059,372396.9724168785,1719228.0,55564.0,5181468.0,215894.5,390311.99510436243,1997864.0,2852.0,1,360,500,3.4296878736335312,4.763455380046572,581.0,178.4772727272728,219.81995683956254,48320.81342494714,1,1.0,182.62790697674416,298.3888888888889,76.04,18,5371,25,1901,65535,15,0.0,0.0,0.0,0.0,0.0,0.0,lock
443,49157,4945542,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,719.8402116491983,2.4264276797163995,449594.7272727272,998693.5516937205,3420692.0,3971.0,4784391.0,797398.5,1293282.1124204495,3420692.0,160581.0,4770444.0,1192611.0,1623524.6646082508,3588409.0,4010.0,1,140,100,1.4154161465012334,1.0110115332151663,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,13659,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,3925184,15,22,4529.0,1736.0,581.0,0.0,301.93333333333334,241.02710774240032,581.0,0.0,78.90909090909092,136.47777041768308,1596.103520242618,9.426309696564543,109032.88888888892,350514.31407549663,2132528.0,1213.0,3809404.0,272100.2857142857,537391.8071648581,2132528.0,76894.0,3753901.0,178757.1904761905,498197.1500896628,2335763.0,2883.0,1,300,440,3.8214769040126533,5.604832792551892,581.0,180.1578947368421,221.36609353833092,49002.94736842105,1,1.0,185.027027027027,301.93333333333334,78.9090909090909,15,4529,22,1736,65535,13,0.0,0.0,0.0,0.0,0.0,0.0,lock
443,49157,3671899,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,969.5255779094142,3.2680637457620705,333808.99999999994,861981.5213934694,2922634.0,3808.0,3590348.0,598391.3333333335,1140571.5696382523,2922634.0,74487.0,3600727.0,900181.7500000001,1406274.4507282057,2999990.0,10690.0,1,140,100,1.906370518361208,1.3616932274008626,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,13659,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,4993876,19,25,5371.0,1901.0,581.0,0.0,282.6842105263158,243.6023746991484,581.0,0.0,76.04,130.83210615135718,1456.1835335919434,8.810791457376993,116136.65116279069,346261.8049279286,2216891.0,1108.0,4877973.0,270998.5000000001,506913.0461857571,2216891.0,11439.0,4890013.0,203750.54166666663,513854.4523559158,2472686.0,2792.0,1,380,500,3.8046599475037013,5.006131509873293,581.0,174.51111111111115,218.9303150052154,47930.48282828281,1,1.0,178.47727272727272,282.6842105263158,76.04,19,5371,25,1901,65535,15,0.0,0.0,0.0,0.0,0.0,0.0,lock
443,49157,3830370,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,929.4141297054854,3.1328566169847822,348215.4545454546,909447.9554017768,3082396.0,4432.0,3752378.0,625396.3333333335,1205032.3809849536,3082396.0,76043.0,3758759.0,939689.75,1510358.787459539,3197060.0,6532.0,1,140,100,1.827499693241123,1.3053569237436593,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,13659,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,3999929,15,22,4529.0,1736.0,581.0,0.0,301.93333333333334,241.02710774240032,581.0,0.0,78.90909090909092,136.47777041768308,1566.2778014309756,9.250164190414381,111109.1388888889,356632.27574064524,2170268.0,1116.0,3882801.0,277342.9285714285,546840.781408638,2170268.0,79187.0,3873015.0,184429.28571428565,522739.56671627046,2450822.0,3561.0,1,300,440,3.750066563681506,5.500097626732875,581.0,180.1578947368421,221.36609353833092,49002.94736842105,1,1.0,185.027027027027,301.93333333333334,78.9090909090909,15,4529,22,1736,65535,13,0.0,0.0,0.0,0.0,0.0,0.0,lock
443,49157,3730567,7,5,1023.0,2537.0,341.0,0.0,146.14285714285714,182.27216698427344,549.0,341.0,507.4,93.02042786399124,954.2785319228954,3.2166692087288604,339142.4545454546,901786.8222065972,3050583.0,3931.0,3653923.0,608987.1666666665,1197420.4443062458,3050583.0,75546.0,3658903.0,914725.75,1479003.0790378982,3125621.0,5582.0,1,140,100,1.8763903717585018,1.3402788369703589,549.0,300.07692307692304,226.6437959804112,51367.410256410265,1,0.0,325.0833333333333,146.14285714285714,507.4,7,1023,5,2537,12636,3,0.0,0.0,0.0,0.0,0.0,0.0,lock
49158,443,4154107,15,22,4529.0,1736.0,581.0,0.0,301.93333333333334,241.02710774240032,581.0,0.0,78.90909090909092,136.47777041768308,1508.1460347554844,8.90684809033566,115391.86111111114,359791.89984435274,2180731.0,993.0,4040942.0,288638.71428571426,555343.7178896064,2180731.0,71191.0,4076297.0,194109.38095238095,505741.886692162,2373840.0,3316.0,1,300,440,3.6108843609468897,5.295963729388772,581.0,180.1578947368421,221.36609353833092,49002.94736842105,1,1.0,185.027027027027,301.93333333333334,78.9090909090909,15,4529,22,1736,65535,13,0.0,0.0,0.0,0.0,0.0,0.0,lock
