Flow Direction,Dst Port,Flow Duration,Flow Byts/s,Flow Pkts/s,Pkt Size Avg
0,443,2783699,2250.60252563226,13.650901192981,180.157894736842
1,49157,2498658,1424.76481375202,4.80257802388322,325.083333333333
0,443,2889846,2167.93559241565,12.8034504260781,185.027027027027
1,49157,2646775,1473.86914263585,5.28945603611943,303
0,443,2785773,2248.92695851385,13.9997049292961,175.538461538462
1,49157,2420843,1470.56211410653,4.95695094642651,325.083333333333
0,443,3675798,1749.28002028403,10.881990794924,175.275
1,49157,3011485,1182.14103673105,3.98474506763275,325.083333333333
0,443,3145455,1991.76271795336,11.7630040804907,185.027027027027
1,49157,2940745,1210.57759173271,4.08059862381811,325.083333333333
0,443,2790235,2245.33059043414,13.6189245708695,180.157894736842
1,49157,2557526,1391.97020870951,4.69203441138037,325.083333333333
0,443,4799912,1339.60789281137,8.12514896106429,179.769230769231
1,49157,4364634,815.646856070864,2.74937142495797,325.083333333333
0,443,2852118,2196.61318360601,13.3234319197172,180.157894736842
1,49157,2477135,1437.14412012264,4.84430602288531,325.083333333333
0,443,3115691,2010.78990182274,11.8753753180274,185.027027027027
1,49157,2975710,1196.3531392508,4.03265103118247,325.083333333333
0,49158,5622989,1276.18958528996,7.64717839568955,170.720930232558
1,49157,5301697,839.353889896009,2.82928277493037,319.4
0,443,3202581,1956.23467447037,12.1776779416352,175.538461538462
1,49157,2876669,1237.54244927032,4.51911568553768,300.076923076923
0,443,2655079,2359.62847056528,13.9355552132347,185.027027027027
1,49157,2396574,1485.45381865947,5.00714770334653,325.083333333333
0,443,4080325,1535.41690919228,9.06790513010606,185.027027027027
1,49157,3820777,931.74765237542,3.14072242373737,325.083333333333
0,443,2734691,2290.93524643186,13.5298649829176,185.027027027027
1,49157,2467141,1442.96576482657,4.86392954435924,325.083333333333
0,443,2609908,2400.46775595155,14.943055464024,175.538461538462
1,49157,2480999,1434.90585848684,4.83676132074217,325.083333333333
0,443,3237254,1935.2821866928,11.7383436702835,180.157894736842
1,49157,2965795,1200.3526878965,4.0461326558309,325.083333333333
0,443,2839521,2206.35804419126,13.3825388155256,180.157894736842
1,49157,2609702,1364.14042676137,4.59822615762259,325.083333333333
0,443,4811910,1301.97780091481,7.89707205662616,180.157894736842
1,49157,4545246,783.235934864692,2.64012112875739,325.083333333333
0,443,2778774,2254.59141333552,13.675095563727,180.157894736842
1,49157,2503648,1421.92512685489,4.79300604557829,325.083333333333
0,443,2718546,2310.42623520073,13.6102166378645,185.459459459459
1,49157,2467746,1442.61200301814,4.86273708882519,325.083333333333
0,443,2671102,2345.47389055154,14.2263380432496,180.157894736842
1,49157,2488854,1430.3771936803,4.82149615847294,325.083333333333
0,443,2647017,2366.81517345752,13.9779986301561,185.027027027027
1,49157,2459116,1447.67469285711,4.8798023354734,325.083333333333
0,443,2742733,2284.21796799032,13.4901939051304,185.027027027027
1,49157,2448330,1454.05235405358,4.90130006984353,325.083333333333
0,443,2615182,2395.62676708543,14.1481548894111,185.027027027027
1,49157,2433498,1462.9147013887,4.93117315074843,325.083333333333
0,443,3329481,1931.23192473542,11.4131902239418,184.5
1,49157,2387412,1491.15443836254,5.02636327537937,325.083333333333
0,443,3172578,1974.73474253431,11.9776408964571,180.157894736842
1,49157,2984158,1192.96632416916,4.02123480057021,325.083333333333
0,443,3296669,1900.40310386029,11.5267865836698,180.157894736842
1,49157,3005342,1184.55736485232,3.99288999388422,325.083333333333
0,443,2641594,2371.67407254862,14.0066944428251,185.027027027027
1,49157,2341661,1520.28837649856,5.12456756123111,325.083333333333
0,443,7128300,878.891180225299,5.47115020411599,175.538461538462
1,49157,6807596,522.945251157677,1.90963153512635,300.076923076923
